algorithm,round,client_id,standard_size_bytes,delta_size_bytes,reduction_percent
flips,65,87,928188,447662,51.77033101052804
flips,65,96,927828,439767,52.60252977922632
flips,65,63,929348,460411,50.4587086860896
flips,65,6,928018,462334,50.1804921887291
flips,65,56,928209,414693,55.32331619279709
flips,65,84,928655,472512,49.11867162724586
flips,65,18,928732,443186,52.28052872087965
flips,66,29,927439,488272,47.35265607765039
flips,66,16,927899,521576,43.78957192539274
flips,66,14,927035,499566,46.111419741433714
flips,66,68,927210,475546,48.712157979314284
flips,66,54,927529,404508,56.388641217686995
flips,66,46,928713,494160,46.79088157482452
flips,66,59,928218,457070,50.75833478773306
flips,66,84,928069,469272,49.43565618504658
flips,66,30,928557,476402,48.69437202024216
flips,66,73,928725,494920,46.709736466661276
flips,67,98,927294,480883,48.14125832799522
flips,67,16,926791,494431,46.65129462845453
flips,67,59,926872,461641,50.1936621237884
flips,67,86,926581,469423,49.33815823980851
flips,67,21,926829,482600,47.9299849271009
flips,67,95,926934,477670,48.46774419753726
flips,67,36,926496,468444,49.43917728732774
flips,67,35,926508,509279,45.03242281771986
flips,67,88,927169,473695,48.90952997781418
flips,67,15,926708,486201,47.53460637007558
flips,68,52,925895,430171,53.539980235339854
flips,68,60,925911,477982,48.37711183904284
flips,68,16,925743,487578,47.331170746092596
flips,68,55,925373,456309,50.68918155165538
flips,68,98,926963,493900,46.71847743653199
flips,68,93,925520,485188,47.57671363125594
flips,68,92,926630,459707,50.389367924630115
flips,68,43,925064,457213,50.574987244125815
flips,68,7,925979,488997,47.19135099176115
flips,68,65,926097,475651,48.63918142483995
flips,69,16,925024,471143,49.066943127962084
flips,69,27,924936,400636,56.68500307048272
flips,69,31,924811,484852,47.57285542667638
flips,69,81,925056,424382,54.12364224436143
flips,69,67,925165,461625,50.103495052233924
flips,69,97,924996,455670,50.738165354228556
flips,69,70,925165,481273,47.979765771511026
flips,69,45,924692,493098,46.674352108594
flips,69,23,926021,494920,46.55412782215522
flips,69,51,924652,475183,48.60953093704442
flips,70,23,924778,488397,47.18764936017077
flips,70,16,924219,509454,44.877350498096234
flips,70,67,924553,474235,48.706564145051715
flips,70,27,924435,411966,55.43591491018838
flips,70,97,924013,461744,50.02840869121972
flips,70,10,923924,490585,46.902017914893435
flips,70,64,923756,422846,54.22535821147576
flips,70,44,924464,469340,49.23112203395698
flips,70,90,924475,448352,51.50198761459206
flips,70,19,924909,444404,51.9515974003929
flips,71,16,923807,517110,44.024022333669265
flips,71,12,923443,455075,50.719752058329526
flips,71,97,923623,471307,48.97192902298882
flips,71,44,923216,481775,47.81557078733471
flips,71,63,923985,490416,46.923813698274316
flips,71,73,924437,482187,47.83992851865514
flips,71,37,924192,483810,47.650488210242024
flips,71,11,924431,446329,51.71851657938775
flips,71,80,923422,470158,49.08525029726387
flips,71,4,923606,491330,46.803074038063855
flips,72,16,922865,456777,50.50446164932032
flips,72,3,922581,453545,50.839546879894556
flips,72,44,922699,459208,50.23209085519763
flips,72,72,922498,486874,47.22221619992673
flips,72,50,923377,426426,53.81886271804475
flips,72,89,922664,485189,47.41433501252894
flips,72,4,922859,484925,47.45405311103863
flips,72,49,922696,450626,51.16202953085307
flips,72,64,922628,433490,53.0157333183038
flips,72,71,922866,489488,46.96001369646298
flips,73,16,921702,498367,45.929703960716154
flips,73,74,921973,430327,53.32542276183793
flips,73,44,921778,476996,48.25261613967788
flips,73,18,922087,492873,46.54810229403517
flips,73,75,921606,465279,49.51432607860626
flips,73,72,922982,485404,47.40915857514014
flips,73,57,923538,433816,53.02672981512402
flips,73,46,923701,499553,45.91832205443104
flips,73,50,923484,439659,52.391270449731664
flips,73,15,922682,495511,46.29666559009497
flips,74,16,921491,522291,43.32109591954778
flips,74,57,921948,444491,51.78784486760642
flips,74,44,921462,493573,46.435881240897615
flips,74,54,920922,416513,54.7721739734744
flips,74,47,920753,468647,49.10176779223092
flips,74,40,921076,453191,50.79765404809158
flips,74,2,921783,503729,45.35275655984109
flips,74,61,921342,436096,52.667304866162624
flips,74,75,921305,473502,48.605293578131025
flips,74,19,921584,474461,48.51679282626434
flips,75,16,921068,491692,46.61718787320805
flips,75,59,921018,481042,47.77061903241847
flips,75,86,920330,479907,47.85489987287169
flips,75,98,921460,487395,47.10622273348816
flips,75,30,921191,474287,48.51371756780082
flips,75,21,920892,488300,46.97532392506396
flips,75,68,920365,461297,49.8789067380876
flips,75,44,921221,488612,46.960392783056406
flips,75,65,920754,499406,45.76119137141951
flips,75,6,920832,503162,45.35789373088684
flips,76,98,920456,489962,46.76964461093197
flips,76,60,919948,468902,49.02951036362925
flips,76,63,920524,468380,49.11811098895846
flips,76,10,919608,479994,47.80449930840097
flips,76,92,920133,480102,47.82254304540756
flips,76,29,920562,485359,47.27579456896982
flips,76,14,920139,494658,46.24094837845152
flips,76,48,919974,503045,45.31965033794433
flips,76,87,920193,494322,46.28061721834441
flips,76,24,919549,472164,48.65265472530555
flips,77,41,919014,449422,51.09737174841733
flips,77,20,918439,476679,48.0990027644732
flips,77,2,919834,510110,44.54325454375463
flips,77,44,920381,502389,45.41510526618867
flips,77,98,920903,482439,47.6123978312591
flips,77,88,920403,464755,49.50527106061149
flips,77,92,920480,488572,46.92204067443073
flips,77,29,920332,500890,45.57507508160099
flips,77,46,920728,507035,44.93107627877071
flips,77,16,920670,537330,41.63706865652188
flips,78,12,918860,448654,51.17275754739568
flips,78,77,918183,487525,46.90328616408711
flips,78,37,919882,485780,47.19105276546339
flips,78,73,920055,488240,46.93360723000255
flips,78,41,919424,460169,49.95029496728386
flips,78,62,919379,483213,47.44137075134412
flips,78,98,920510,483182,47.509315488153305
flips,78,74,920048,464021,49.565566144375076
flips,78,44,919559,505301,45.04963792426587
flips,78,23,920431,513374,44.22460781959756
flips,79,23,917759,515772,43.80093248881243
flips,79,11,918218,485771,47.0963322435413
flips,79,50,917894,444072,51.6205574935668
flips,79,74,918450,458156,50.11639174696499
flips,79,45,918132,511794,44.25703493615297
flips,79,51,917946,475829,48.16372640656422
flips,79,18,918081,449972,50.98776687460038
flips,79,15,917872,491153,46.49003346871895
flips,79,5,917624,474922,48.244378961317494
flips,79,52,919021,451285,50.89502851403831
flips,80,52,917430,456961,50.19118624854213
flips,80,29,917132,481009,47.552914956625656
flips,80,23,918095,516872,43.70168664462828
flips,80,55,917221,460419,49.80282832599777
flips,80,74,917117,469090,48.851673232531944
flips,80,89,916916,529023,42.304093286626035
flips,80,4,917063,482058,47.43458192076226
flips,80,45,917043,523453,42.91947051555924
flips,80,64,916716,432328,52.83948354779452
flips,80,63,918305,468972,48.93069296148883
flips,81,52,916124,468710,48.83771192545987
flips,81,90,915731,460247,49.739934544096464
flips,81,97,915991,501091,45.29520486554999
flips,81,46,917302,506130,44.82406012414668
flips,81,74,915747,470840,48.58405214540697
flips,81,9,915332,441844,51.72855313700384
flips,81,71,915508,462635,49.46685337539377
flips,81,23,917550,512562,44.1379761320909
flips,81,14,916640,529091,42.27930267062314
flips,81,64,916373,434639,52.569641401481704
flips,82,2,915149,490252,46.42926998772877
flips,82,58,914692,514806,43.71810401752722
flips,82,54,914979,415103,54.63251069150221
flips,82,95,915371,507336,44.57591512075432
flips,82,35,915240,498150,45.571653336829684
flips,82,64,914849,444949,51.36366766537428
flips,82,46,916208,489656,46.55624050433963
flips,82,49,914949,507951,44.483135125564374
flips,82,23,916806,511062,44.25625486744197
flips,82,98,916881,481718,47.46122997422785
flips,83,98,914497,491053,46.30348705353872
flips,83,37,914171,496583,45.67941883958253
flips,83,60,914294,499642,45.35215149612707
flips,83,27,914104,465481,49.077894856602754
flips,83,92,914511,512917,43.91352318342808
flips,83,59,915081,485554,46.93868630208692
flips,83,35,914758,501857,45.137730416131916
flips,83,68,914341,509693,44.255698913206345
flips,83,73,915509,491628,46.30003637320878
flips,83,39,914906,495473,45.8443818272041
flips,84,94,913416,529754,42.00298659099468
flips,84,80,913425,455788,50.10121246955141
flips,84,98,914766,488849,46.56021321299655
flips,84,27,914371,483051,47.171224809185766
flips,84,86,914073,496421,45.69131787067335
flips,84,5,913227,474088,48.08651080180503
flips,84,4,913986,500931,45.192705358725405
flips,84,32,913431,472474,48.27480127125092
flips,84,70,914661,502382,45.07451394560389
flips,84,84,914511,481941,47.30068856470835
flips,85,23,912938,504371,44.7529843209506
flips,85,57,913423,486252,46.76595618897269
flips,85,34,913087,488173,46.535981784868255
flips,85,43,912638,463763,49.18434253230745
flips,85,21,912973,505074,44.678101104851955
flips,85,4,913293,495857,45.7066899669657
flips,85,88,913199,507464,44.430074934379036
flips,85,53,912645,484595,46.90213609892127
flips,85,2,913669,504577,44.774639393478374
flips,85,47,913342,491530,46.18335738420001
flips,86,63,912400,497447,45.47928540113985
flips,86,12,912411,471513,48.322302120425995
flips,86,92,912581,508747,44.25185271225239
flips,86,72,912158,512048,43.864111261426196
flips,86,14,912302,497624,45.45402728482454
flips,86,23,913321,509030,44.26603570924132
flips,86,79,912671,466049,48.9357062950395
flips,86,18,912697,490984,46.205148039272615
flips,86,7,912666,510401,44.07581744033414
flips,86,43,912883,473266,48.15699273619949
flips,87,81,910993,458002,49.72497044433931
flips,87,25,911344,501711,44.948230306009584
flips,87,8,911182,457510,49.789394434920794
flips,87,49,911319,512624,43.74922502438773
flips,87,61,911620,442452,51.4653035255918
flips,87,75,911522,489113,46.34106472471318
flips,87,19,912453,464578,49.0847199800976
flips,87,36,911701,489858,46.26988453451296
flips,87,46,912942,476245,47.83403545898863
flips,87,90,912375,481191,47.259515002055075
flips,88,11,910750,492666,45.905462530881145
flips,88,52,910870,479386,47.3705358613194
flips,88,60,910897,494776,45.68255247300189
flips,88,41,910691,503875,44.67113433645441
flips,88,50,911002,459878,49.519540022963724
flips,88,55,910733,509122,44.09755658354315
flips,88,46,911450,490414,46.194086345932305
flips,88,3,911164,478711,47.46159857061956
flips,88,40,911158,504524,44.62826425274211
flips,88,75,910766,497930,45.328437820472004
flips,89,37,910269,509324,44.04686966160553
flips,89,16,910026,501855,44.85267453896922
flips,89,89,909726,518778,42.9742581832332
flips,89,20,909356,498084,45.22673188498234
flips,89,52,910667,485320,46.707193738216056
flips,89,93,909862,520731,42.76813406868294
flips,89,48,909765,512653,43.64995355943569
flips,89,73,911015,492954,45.889584693995154
flips,89,11,911127,501093,45.00294689982846
flips,89,51,909861,505037,44.49295002203634
flips,90,29,909247,501630,44.83017265935438
flips,90,63,909774,513104,43.60093825499519
flips,90,2,909662,492235,45.88814306852436
flips,90,54,909278,437996,51.83035331328812
flips,90,68,909282,515621,43.29360968324458
flips,90,16,910276,523321,42.50963444054331
flips,90,20,909430,498313,45.20600815895671
flips,90,45,909492,503681,44.61952386607029
flips,90,35,909749,486348,46.54041939040329
flips,90,11,910499,496441,45.47594231295147
flips,91,86,908683,494202,45.61337672213522
flips,91,74,908840,465494,48.78152370054135
flips,91,98,909831,486233,46.55787723214531
flips,91,95,909132,511892,43.69442501198946
flips,91,35,909013,504622,44.486822520690026
flips,91,85,908491,513782,43.446660451231764
flips,91,91,909332,527146,42.02931382597335
flips,91,15,908608,513019,43.53791734169191
flips,91,14,909587,513769,43.51623319154737
flips,91,32,909178,497178,45.315658759890795
flips,92,98,908297,488587,46.20845384274087
flips,92,91,908521,526879,42.006954159562625
flips,92,55,908461,504892,44.423370953733844
flips,92,2,909073,519726,42.82901373157051
flips,92,35,908626,506536,44.2525307442226
flips,92,69,908156,475593,47.63091363157872
flips,92,72,909286,518717,42.953372206324524
flips,92,21,909112,502736,44.7003229525075
flips,92,94,909120,521908,42.59195705737417
flips,92,46,909609,474560,47.8281327471474
flips,93,46,908392,479346,47.23137147839259
flips,93,91,908230,509036,43.9529634563932
flips,93,90,907886,474634,47.72096937280672
flips,93,92,907612,509167,43.9003671172263
flips,93,66,907279,507203,44.0962482323519
flips,93,35,908112,506366,44.23969730605917
flips,93,21,908141,496762,45.29902294907949
flips,93,98,908971,487677,46.34845336099832
flips,93,19,908848,497225,45.29063165677869
flips,93,58,908359,521413,42.598355936364364
flips,94,12,907080,494499,45.48452176213785
flips,94,91,907649,528331,41.79126512561574
flips,94,88,906750,480748,46.981196581196585
flips,94,36,906543,498702,44.988599547953044
flips,94,32,906639,497975,45.074610732606914
flips,94,35,907280,497984,45.11242394850542
flips,94,18,906813,489101,46.063741918124244
flips,94,79,907224,479539,47.142161142121466
flips,94,1,907081,461454,49.127586180285995
flips,94,5,906566,478157,47.25623947953045
flips,95,91,906759,508307,43.94243674449329
flips,95,31,906158,508109,43.92710763465091
flips,95,82,906549,503252,44.48706026921876
flips,95,34,906240,478740,47.172934322033896
flips,95,36,905635,497471,45.069371214672586
flips,95,35,906494,498350,45.0244568634762
flips,95,6,906368,498777,44.96970325518994
flips,95,64,906039,476251,47.43592715103875
flips,95,71,905886,486798,46.262774786231375
flips,95,29,907055,490442,45.93029088644018
flips,96,11,905153,484965,46.421765160144204
flips,96,23,904689,511479,43.46355487907999
flips,96,29,905037,506868,43.99477590418955
flips,96,27,905056,445931,50.7289051727186
flips,96,91,905681,510531,43.63015233840613
flips,96,44,905188,513979,43.218535817973724
flips,96,92,905131,506553,44.03539377173028
flips,96,14,905462,515055,43.11688397746123
flips,96,40,905450,508607,43.82826219007123
flips,96,4,905780,508789,43.82863388460774
flips,97,27,904061,461125,48.994039119041744
flips,97,91,904279,531117,41.266246368653924
flips,97,81,903589,472453,47.71372825477069
flips,97,41,904835,478562,47.11057817171086
flips,97,74,904258,496693,45.071760493133596
flips,97,44,904133,528638,41.53094732743966
flips,97,23,905674,521010,42.47267780680466
flips,97,84,904254,487348,46.10496608253876
flips,97,62,903897,513807,43.15646583626231
flips,97,80,904099,430099,52.42788676903747
flips,98,91,903623,523156,42.10461663769072
flips,98,59,903414,501874,44.44695344548568
flips,98,57,903842,442456,51.04719630200854
flips,98,84,902829,490518,45.668781131310574
flips,98,74,903576,500212,44.64084924787733
flips,98,54,903598,440796,51.21768751148188
flips,98,3,904025,497369,44.982826802356136
flips,98,23,904800,516149,42.95435455349248
flips,98,41,904183,491735,45.61554464085257
flips,98,44,903941,491687,45.60629510111832
fedavg,0,68,1163129,127714,89.01979058212804
fedavg,0,67,1163135,96547,91.69941580298074
fedavg,0,16,1163122,96147,91.73371323042639
fedavg,0,27,1163184,108180,90.69966574505838
fedavg,0,50,1163052,128613,88.94176700611838
fedavg,0,26,1163227,72851,93.73716394134593
fedavg,0,11,1163133,147903,87.28408531096616
fedavg,0,69,1163131,98666,91.51720657432396
fedavg,0,51,1163217,162221,86.05410684334909
fedavg,0,89,1163030,165838,85.7408665296682
fedavg,0,17,1163008,255003,78.07383956086287
fedavg,0,87,1162982,249700,78.52933235424108
fedavg,0,41,1163062,209567,81.98144208993158
fedavg,0,12,1163197,264590,77.25320818399635
fedavg,0,32,1163100,219669,81.11348981171008
fedavg,0,35,1163134,215565,81.46688171784162
fedavg,0,48,1162950,255622,78.01951932585236
fedavg,0,88,1163172,246320,78.82342422272887
fedavg,0,6,1163093,269743,76.80813142199291
fedavg,0,72,1163134,273172,76.51414196472633
fedavg,1,30,1163075,314728,72.94000816800292
fedavg,1,88,1163105,364067,68.69869874173011
fedavg,1,82,1163121,348671,70.02280932078435
fedavg,1,1,1162940,292580,74.84135037061242
fedavg,1,22,1163046,335717,71.13467567060977
fedavg,1,52,1163095,353780,69.58288016026206
fedavg,1,81,1163218,322914,72.23959739275011
fedavg,1,94,1163191,306570,73.64405329821156
fedavg,1,84,1163014,309455,73.3919798041984
fedavg,1,55,1163039,318785,72.59034305814336
fedavg,2,13,1163126,398513,65.73776185899034
fedavg,2,47,1163107,376319,67.6453671072395
fedavg,2,17,1162901,289975,75.06451538007104
fedavg,2,21,1163154,390466,66.43041248192415
fedavg,2,77,1163166,316021,72.83096307835683
fedavg,2,73,1163057,346774,70.18426439976717
fedavg,2,55,1163037,275272,76.33162143594744
fedavg,2,62,1163029,322543,72.26698560397033
fedavg,2,48,1163112,382471,67.11658034651865
fedavg,2,82,1163079,369659,68.21720622588836
fedavg,3,7,1163049,386929,66.7314962654196
fedavg,3,75,1163168,364939,68.6254264216347
fedavg,3,9,1163070,345316,70.30995554867721
fedavg,3,87,1163136,391053,66.37942596566523
fedavg,3,17,1163019,284991,75.49558519680247
fedavg,3,29,1162994,364792,68.63337214121483
fedavg,3,28,1163036,369057,68.26779222655188
fedavg,3,74,1162903,383893,66.98839026126858
fedavg,3,63,1163006,394766,66.05640899531042
fedavg,3,41,1163148,362750,68.81308311582018
fedavg,4,57,1162965,336690,71.04899975493673
fedavg,4,83,1162985,378145,67.48496326263881
fedavg,4,12,1162924,341430,70.64038578617347
fedavg,4,97,1163044,343669,70.45090297529586
fedavg,4,96,1163031,365849,68.54348680301729
fedavg,4,80,1163171,256121,77.98079560099073
fedavg,4,40,1163252,317959,72.66636979777384
fedavg,4,95,1163034,407022,65.00343068216407
fedavg,4,88,1162991,396918,65.87093107341329
fedavg,4,16,1163092,305019,73.77516138018316
fedavg,5,38,1162995,227898,80.40421497942812
fedavg,5,87,1163038,400709,65.54635360151603
fedavg,5,91,1162950,391981,66.29425168751881
fedavg,5,39,1162964,414464,64.3614075758149
fedavg,5,92,1163011,414111,64.39320006431582
fedavg,5,52,1162954,387422,66.68638656387097
fedavg,5,72,1162839,349059,69.98217294053606
fedavg,5,81,1162963,396030,65.94646605266033
fedavg,5,20,1163072,377079,67.57904927639906
fedavg,5,25,1163053,383572,67.02024757255258
fedavg,6,71,1163090,422973,63.633682690075574
fedavg,6,23,1163037,390433,66.42987282433835
fedavg,6,48,1162934,395877,65.9587732407858
fedavg,6,4,1163015,359038,69.12868707626299
fedavg,6,46,1162974,372097,68.0047017388179
fedavg,6,13,1162935,380302,67.29808630748923
fedavg,6,62,1163019,399888,65.61638287938545
fedavg,6,45,1163128,377854,67.51397954481364
fedavg,6,56,1163039,344522,70.37743360282846
fedavg,6,28,1162988,382755,67.0886543971219
fedavg,7,9,1163077,372117,68.00581560808098
fedavg,7,89,1163080,389297,66.52878563813323
fedavg,7,4,1162980,357960,69.22045091059175
fedavg,7,26,1163020,310514,73.30106103076474
fedavg,7,75,1163097,353704,69.58946674267065
fedavg,7,51,1162983,401782,65.45246147192178
fedavg,7,82,1163055,384513,66.93939667513574
fedavg,7,18,1162987,376613,67.61674894044387
fedavg,7,47,1162980,356125,69.37823522330564
fedavg,7,38,1163096,227747,80.41889921382241
fedavg,8,24,1162986,323138,72.21479880239315
fedavg,8,13,1162990,416880,64.15446392488327
fedavg,8,81,1162988,413183,64.47229034177481
fedavg,8,40,1163176,324002,72.14505801357663
fedavg,8,38,1162972,228392,80.36135005829891
fedavg,8,27,1162998,382411,67.11851611094775
fedavg,8,53,1163120,402940,65.35697090583947
fedavg,8,45,1162972,402349,65.40338030494286
fedavg,8,5,1163066,378980,67.4154347216753
fedavg,8,42,1162957,380932,67.24453268693512
fedavg,9,94,1162976,416047,64.22565899898191
fedavg,9,76,1162985,434178,62.666930355937524
fedavg,9,57,1163156,361290,68.9388181808803
fedavg,9,52,1162935,391513,66.33405994316107
fedavg,9,26,1162900,312096,73.16226674692578
fedavg,9,2,1163004,347532,70.1177296036815
fedavg,9,48,1162945,379302,67.38435609594606
fedavg,9,71,1162984,400777,65.53890681213154
fedavg,9,69,1163215,350560,69.86283705076018
fedavg,9,39,1163089,409665,64.77784589141503
fedavg,10,55,1162975,273222,76.50663169887572
fedavg,10,41,1163071,398569,65.73132680636006
fedavg,10,0,1163200,397367,65.83846286107291
fedavg,10,30,1163085,427891,63.21068537553145
fedavg,10,34,1162989,384761,66.91619611191507
fedavg,10,98,1163044,381492,67.1988334061308
fedavg,10,69,1163210,367274,68.42582164871347
fedavg,10,86,1163019,357006,69.30351094866035
fedavg,10,73,1163017,397693,65.8050570198028
fedavg,10,15,1163056,408102,64.91123385288414
fedavg,11,51,1163180,370392,68.15694905345691
fedavg,11,1,1163088,391208,66.36471187046895
fedavg,11,85,1163081,412001,64.57675776665597
fedavg,11,80,1163046,281634,75.78479269091677
fedavg,11,44,1163053,407884,64.92988711606435
fedavg,11,5,1163009,372305,67.98777997418765
fedavg,11,46,1163148,401321,65.4969960830436
fedavg,11,15,1163072,403446,65.31203571232047
fedavg,11,54,1163244,384107,66.97967064519568
fedavg,11,57,1163045,355828,69.40548302086333
fedavg,12,91,1163050,411417,64.62602639611367
fedavg,12,94,1163072,425744,63.39487151268366
fedavg,12,32,1163096,401598,65.47163776678795
fedavg,12,7,1163074,426976,63.28900826602606
fedavg,12,71,1163158,389976,66.47265461785932
fedavg,12,90,1163157,320532,72.44292902849745
fedavg,12,51,1163134,399178,65.68082439340608
fedavg,12,60,1163147,353772,69.58492778642768
fedavg,12,92,1163173,412367,64.5480938776949
fedavg,12,28,1163036,403490,65.30717879756087
fedavg,13,64,1163028,391044,66.37707776596953
fedavg,13,44,1162931,405972,65.0906201657708
fedavg,13,31,1163113,397310,65.84080824477073
fedavg,13,39,1163157,425861,63.387487673633046
fedavg,13,27,1163163,413346,64.46362203749602
fedavg,13,56,1163346,376132,67.66808842769048
fedavg,13,63,1163061,425120,63.44817683681252
fedavg,13,94,1162903,411246,64.63625943006424
fedavg,13,79,1163081,441941,62.002560440760355
fedavg,13,40,1163133,365406,68.58433214430336
fedavg,14,52,1162979,401167,65.50522408401184
fedavg,14,23,1163252,401144,65.51529677146483
fedavg,14,54,1163189,404299,65.24219193957302
fedavg,14,77,1163131,366994,68.44775008146115
fedavg,14,96,1163297,372064,68.01642228940675
fedavg,14,59,1163063,324247,72.12128663709532
fedavg,14,83,1163223,396382,65.92381684337397
fedavg,14,78,1163058,287302,75.29770656321524
fedavg,14,92,1163165,421913,63.72715822776649
fedavg,14,35,1163186,367047,68.44468554470222
fedavg,15,92,1163147,416928,64.15517557110151
fedavg,15,15,1163206,431148,62.934510310297576
fedavg,15,87,1163183,399254,65.67573632008032
fedavg,15,62,1163119,441605,62.032689690392814
fedavg,15,55,1163242,319444,72.53847436732855
fedavg,15,75,1163145,408984,64.83808983402757
fedavg,15,31,1163116,423546,63.58523139566474
fedavg,15,57,1163367,350837,69.84296442996923
fedavg,15,60,1163100,348593,70.0289742928381
fedavg,15,52,1163111,412187,64.56167983967136
fedavg,16,4,1163195,378355,67.47277971449327
fedavg,16,92,1163124,435703,62.54027945429722
fedavg,16,60,1163219,373734,67.87071050249351
fedavg,16,27,1163383,430809,62.969288703720096
fedavg,16,10,1163279,438807,62.27843879241352
fedavg,16,65,1163307,446746,61.5968957463507
fedavg,16,44,1163184,460529,60.40789763270471
fedavg,16,80,1163187,329957,71.63336591622843
fedavg,16,55,1163233,324154,72.1333559140774
fedavg,16,49,1163196,429090,63.11111798871385
fedavg,17,98,1163233,423304,63.60969814302035
fedavg,17,54,1163420,399648,65.64886283543346
fedavg,17,74,1163293,412458,64.54392831384699
fedavg,17,85,1163359,448951,61.40907492871934
fedavg,17,50,1163116,365243,68.59788705511747
fedavg,17,41,1163292,412571,64.53418402258418
fedavg,17,76,1163479,447278,61.55684803937158
fedavg,17,15,1163294,424210,63.53372406287663
fedavg,17,59,1163322,374400,67.81630537374863
fedavg,17,83,1163408,414603,64.36306093820912
fedavg,18,53,1163587,402947,65.37027312955541
fedavg,18,64,1163390,415042,64.32477501095934
fedavg,18,92,1163389,452868,61.07338130238467
fedavg,18,4,1163219,391453,66.34743758484001
fedavg,18,88,1163463,388769,66.5851857772873
fedavg,18,46,1163368,430843,62.96588869558042
fedavg,18,21,1163395,427685,63.23819511000133
fedavg,18,81,1163426,401216,65.51426562583266
fedavg,18,47,1163403,448721,61.43030403050362
fedavg,18,41,1163353,449000,61.40466393261546
fedavg,19,41,1163529,461560,60.331027417451565
fedavg,19,15,1163502,462660,60.235564700361486
fedavg,19,1,1163490,393110,66.21285958624483
fedavg,19,44,1163379,460923,60.38066700533532
fedavg,19,79,1163446,429069,63.12084961399154
fedavg,19,73,1163501,442840,61.939009936390256
fedavg,19,94,1163363,386129,66.80924182735741
fedavg,19,70,1163267,322627,72.26543863102796
fedavg,19,57,1163513,351490,69.79062545927721
fedavg,19,54,1163491,395090,66.04271111680279
fedavg,20,29,1163466,378837,67.43892816807711
fedavg,20,0,1163557,443192,61.91058968318699
fedavg,20,31,1163372,455598,60.8381497921559
fedavg,20,91,1163425,436129,62.513354964866664
fedavg,20,27,1163610,445288,61.732195495054185
fedavg,20,8,1163424,406144,65.09062903979977
fedavg,20,13,1163419,457885,60.64315607704533
fedavg,20,25,1163577,442822,61.94304287554671
fedavg,20,98,1163462,447951,61.49844171962642
fedavg,20,70,1163403,312838,73.11009168791898
fedavg,21,69,1163539,409610,64.79619505663325
fedavg,21,61,1163464,413535,64.45657106708931
fedavg,21,60,1163512,390490,66.43867875879235
fedavg,21,44,1163583,474019,59.26212397396662
fedavg,21,55,1163529,386700,66.76490229293812
fedavg,21,3,1163510,436658,62.47062766972351
fedavg,21,84,1163565,398790,65.72688246896392
fedavg,21,1,1163498,425530,63.42666682710241
fedavg,21,28,1163472,479582,58.78009956406343
fedavg,21,99,1163566,463291,60.183522034848046
fedavg,22,65,1163584,464630,60.06906248281172
fedavg,22,87,1163589,415265,64.31171143762961
fedavg,22,50,1163560,370822,68.13039293203616
fedavg,22,32,1163499,406189,65.0890116794256
fedavg,22,7,1163319,468255,59.748357931057605
fedavg,22,92,1163462,453472,61.02390967646558
fedavg,22,3,1163513,461449,60.34002198514327
fedavg,22,54,1163483,392425,66.27153125572096
fedavg,22,90,1163559,381541,67.20914023268266
fedavg,22,39,1163555,463324,60.18030948257711
fedavg,23,13,1163663,499135,57.10656779497156
fedavg,23,27,1163667,440904,62.110810051329125
fedavg,23,67,1163534,429700,63.06940751194207
fedavg,23,7,1163505,504424,56.64616825883859
fedavg,23,71,1163592,461163,60.367293690571955
fedavg,23,22,1163526,442970,61.9286547958533
fedavg,23,19,1163522,417923,64.0812120441212
fedavg,23,65,1163612,470434,59.57123164766263
fedavg,23,2,1163688,426299,63.36655529660871
fedavg,23,38,1163367,297729,74.4079899120398
fedavg,24,75,1163660,459474,60.51475516903563
fedavg,24,73,1163535,458450,60.59852088678037
fedavg,24,36,1163490,476980,59.00437476901392
fedavg,24,66,1163482,422555,63.6818618594873
fedavg,24,86,1163649,432044,62.87162194098048
fedavg,24,88,1163559,417720,64.09980069768702
fedavg,24,56,1163713,467649,59.81406068334718
fedavg,24,39,1163677,486541,58.18934291904026
fedavg,24,71,1163505,480319,58.717925578317235
fedavg,24,6,1163667,471806,59.45523934252668
fedavg,25,68,1163625,471872,59.44810398539049
fedavg,25,42,1163754,473801,59.286842408275284
fedavg,25,27,1163695,443855,61.85813293002032
fedavg,25,37,1163673,469262,59.67406651181217
fedavg,25,13,1163694,486918,58.15755688351061
fedavg,25,72,1163838,451713,61.187639516839965
fedavg,25,34,1163651,474495,59.223598828170985
fedavg,25,99,1163738,481752,58.60305326456643
fedavg,25,24,1163588,476447,59.05363410416745
fedavg,25,19,1163691,440753,62.124567432419774
fedavg,26,73,1163670,476647,59.03933245679618
fedavg,26,1,1163668,452946,61.076011370940854
fedavg,26,40,1163824,437511,62.40746023453718
fedavg,26,70,1163902,317409,72.7288895456834
fedavg,26,29,1163690,445104,61.75063805652707
fedavg,26,0,1163677,457261,60.70550504994083
fedavg,26,88,1163802,464132,60.11933301369133
fedavg,26,81,1163691,420975,63.82415950626068
fedavg,26,20,1163763,499653,57.06574276721291
fedavg,26,32,1163628,399018,65.70914415947364
fedavg,27,42,1163968,499058,57.12442266454061
fedavg,27,27,1163969,447747,61.53273841485469
fedavg,27,22,1163772,510337,56.14802555827087
fedavg,27,88,1163773,484395,58.37719211564454
fedavg,27,2,1163833,448162,61.492585276409926
fedavg,27,54,1163898,388634,66.60927332120168
fedavg,27,43,1164100,482718,58.532943905162796
